id,url,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
127843660,https://www.inaturalist.org/observations/127843660,https://static.inaturalist.org/photos/217086041/medium.jpeg,Macaque rhésus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
128758087,https://www.inaturalist.org/observations/128758087,https://inaturalist-open-data.s3.amazonaws.com/photos/218734064/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758088,https://www.inaturalist.org/observations/128758088,https://inaturalist-open-data.s3.amazonaws.com/photos/218734073/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758089,https://www.inaturalist.org/observations/128758089,https://inaturalist-open-data.s3.amazonaws.com/photos/218734085/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758090,https://www.inaturalist.org/observations/128758090,https://inaturalist-open-data.s3.amazonaws.com/photos/218734099/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758091,https://www.inaturalist.org/observations/128758091,https://inaturalist-open-data.s3.amazonaws.com/photos/218734115/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758093,https://www.inaturalist.org/observations/128758093,https://inaturalist-open-data.s3.amazonaws.com/photos/218734122/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758094,https://www.inaturalist.org/observations/128758094,https://inaturalist-open-data.s3.amazonaws.com/photos/218734139/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758095,https://www.inaturalist.org/observations/128758095,https://inaturalist-open-data.s3.amazonaws.com/photos/218734126/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758096,https://www.inaturalist.org/observations/128758096,https://inaturalist-open-data.s3.amazonaws.com/photos/218734144/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128758098,https://www.inaturalist.org/observations/128758098,https://inaturalist-open-data.s3.amazonaws.com/photos/218734149/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
128933500,https://www.inaturalist.org/observations/128933500,https://inaturalist-open-data.s3.amazonaws.com/photos/219051059/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
128947907,https://www.inaturalist.org/observations/128947907,https://static.inaturalist.org/photos/219076764/medium.jpeg,makak tibetský,Macaca thibetana,Tibetan Macaque,Mammalia,43451
129679955,https://www.inaturalist.org/observations/129679955,https://inaturalist-open-data.s3.amazonaws.com/photos/220415201/medium.jpeg,Golden Snub-nosed Monkey,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Mammalia,75028
129837511,https://www.inaturalist.org/observations/129837511,https://inaturalist-open-data.s3.amazonaws.com/photos/220684774/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130111123,https://www.inaturalist.org/observations/130111123,https://inaturalist-open-data.s3.amazonaws.com/photos/221205383/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130111124,https://www.inaturalist.org/observations/130111124,https://inaturalist-open-data.s3.amazonaws.com/photos/221205789/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130111125,https://www.inaturalist.org/observations/130111125,https://inaturalist-open-data.s3.amazonaws.com/photos/221205861/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130111132,https://www.inaturalist.org/observations/130111132,https://inaturalist-open-data.s3.amazonaws.com/photos/221205993/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130111133,https://www.inaturalist.org/observations/130111133,https://inaturalist-open-data.s3.amazonaws.com/photos/221206106/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130111134,https://www.inaturalist.org/observations/130111134,https://inaturalist-open-data.s3.amazonaws.com/photos/221206204/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130111136,https://www.inaturalist.org/observations/130111136,https://inaturalist-open-data.s3.amazonaws.com/photos/221206719/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130345959,https://www.inaturalist.org/observations/130345959,,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130464570,https://www.inaturalist.org/observations/130464570,https://inaturalist-open-data.s3.amazonaws.com/photos/221879019/medium.jpeg,滇金丝猴,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
130464571,https://www.inaturalist.org/observations/130464571,https://inaturalist-open-data.s3.amazonaws.com/photos/221879041/medium.jpeg,滇金丝猴,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
130464572,https://www.inaturalist.org/observations/130464572,https://inaturalist-open-data.s3.amazonaws.com/photos/221879029/medium.jpeg,滇金丝猴,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
130464573,https://www.inaturalist.org/observations/130464573,https://inaturalist-open-data.s3.amazonaws.com/photos/221879053/medium.jpeg,滇金丝猴,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
130464574,https://www.inaturalist.org/observations/130464574,https://inaturalist-open-data.s3.amazonaws.com/photos/221879065/medium.jpeg,滇金丝猴,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
130879019,https://www.inaturalist.org/observations/130879019,https://inaturalist-open-data.s3.amazonaws.com/photos/222640940/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
130879020,https://www.inaturalist.org/observations/130879020,https://inaturalist-open-data.s3.amazonaws.com/photos/222641026/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
132434672,https://www.inaturalist.org/observations/132434672,https://inaturalist-open-data.s3.amazonaws.com/photos/225515868/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
133108995,https://www.inaturalist.org/observations/133108995,https://inaturalist-open-data.s3.amazonaws.com/photos/226676152/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
133156552,https://www.inaturalist.org/observations/133156552,https://inaturalist-open-data.s3.amazonaws.com/photos/226768195/medium.jpeg,白头叶猴,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
133301323,https://www.inaturalist.org/observations/133301323,https://inaturalist-open-data.s3.amazonaws.com/photos/227036564/medium.jpg,Rhesusaffe,Macaca mulatta,Rhesus Macaque,Mammalia,43460
133433866,https://www.inaturalist.org/observations/133433866,https://inaturalist-open-data.s3.amazonaws.com/photos/227285000/medium.jpeg,Trachypithecus leucocephalus,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
133434180,https://www.inaturalist.org/observations/133434180,https://inaturalist-open-data.s3.amazonaws.com/photos/227285697/medium.jpeg,白头叶猴,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
133555559,https://www.inaturalist.org/observations/133555559,https://inaturalist-open-data.s3.amazonaws.com/photos/227501415/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
133555561,https://www.inaturalist.org/observations/133555561,https://inaturalist-open-data.s3.amazonaws.com/photos/227501583/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
135105923,https://www.inaturalist.org/observations/135105923,https://inaturalist-open-data.s3.amazonaws.com/photos/230395743/medium.jpg,白头叶猴,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
135209221,https://www.inaturalist.org/observations/135209221,https://inaturalist-open-data.s3.amazonaws.com/photos/230579250/medium.jpeg,白头叶猴,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
135515618,https://www.inaturalist.org/observations/135515618,https://inaturalist-open-data.s3.amazonaws.com/photos/231144334/medium.jpg,Макак-резус,Macaca mulatta,Rhesus Macaque,Mammalia,43460
135965571,https://www.inaturalist.org/observations/135965571,https://inaturalist-open-data.s3.amazonaws.com/photos/231980362/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
136020159,https://www.inaturalist.org/observations/136020159,https://inaturalist-open-data.s3.amazonaws.com/photos/232087153/medium.jpg,Black Crested Gibbon,Nomascus concolor,Black Crested Gibbon,Mammalia,74778
136320362,https://www.inaturalist.org/observations/136320362,https://static.inaturalist.org/photos/232633993/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
137051966,https://www.inaturalist.org/observations/137051966,https://static.inaturalist.org/photos/233997844/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
137051967,https://www.inaturalist.org/observations/137051967,https://static.inaturalist.org/photos/233997893/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
137121269,https://www.inaturalist.org/observations/137121269,https://inaturalist-open-data.s3.amazonaws.com/photos/234130724/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
137841118,https://www.inaturalist.org/observations/137841118,https://inaturalist-open-data.s3.amazonaws.com/photos/235489838/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
137872651,https://www.inaturalist.org/observations/137872651,https://static.inaturalist.org/photos/235545859/medium.jpeg,langur Bietův,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
137872652,https://www.inaturalist.org/observations/137872652,https://static.inaturalist.org/photos/235545897/medium.jpeg,langur Bietův,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
137872653,https://www.inaturalist.org/observations/137872653,https://static.inaturalist.org/photos/235545922/medium.jpeg,langur Bietův,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
137872655,https://www.inaturalist.org/observations/137872655,https://static.inaturalist.org/photos/235545942/medium.jpeg,langur Bietův,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
137872659,https://www.inaturalist.org/observations/137872659,https://static.inaturalist.org/photos/235546114/medium.jpeg,langur Bietův,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
137872660,https://www.inaturalist.org/observations/137872660,https://static.inaturalist.org/photos/235546165/medium.jpeg,langur Bietův,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
137938828,https://www.inaturalist.org/observations/137938828,https://static.inaturalist.org/photos/235673596/medium.jpeg,滇金丝猴,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
137964485,https://www.inaturalist.org/observations/137964485,https://inaturalist-open-data.s3.amazonaws.com/photos/235716441/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
137964486,https://www.inaturalist.org/observations/137964486,https://inaturalist-open-data.s3.amazonaws.com/photos/235716428/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
138846300,https://www.inaturalist.org/observations/138846300,https://static.inaturalist.org/photos/237368744/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
138985225,https://www.inaturalist.org/observations/138985225,https://inaturalist-open-data.s3.amazonaws.com/photos/237631466/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
139525490,https://www.inaturalist.org/observations/139525490,https://inaturalist-open-data.s3.amazonaws.com/photos/238507057/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
139545150,https://www.inaturalist.org/observations/139545150,https://inaturalist-open-data.s3.amazonaws.com/photos/238686671/medium.jpg,アカゲザル,Macaca mulatta,Rhesus Macaque,Mammalia,43460
139545172,https://www.inaturalist.org/observations/139545172,https://inaturalist-open-data.s3.amazonaws.com/photos/238687671/medium.jpg,アカゲザル,Macaca mulatta,Rhesus Macaque,Mammalia,43460
139547183,https://www.inaturalist.org/observations/139547183,https://inaturalist-open-data.s3.amazonaws.com/photos/238696961/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
139547184,https://www.inaturalist.org/observations/139547184,https://inaturalist-open-data.s3.amazonaws.com/photos/238696846/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
140547371,https://www.inaturalist.org/observations/140547371,https://inaturalist-open-data.s3.amazonaws.com/photos/240597508/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
141431774,https://www.inaturalist.org/observations/141431774,https://inaturalist-open-data.s3.amazonaws.com/photos/242296357/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
141979461,https://www.inaturalist.org/observations/141979461,https://inaturalist-open-data.s3.amazonaws.com/photos/243345773/medium.jpeg,川金丝猴,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Mammalia,75028
141985429,https://www.inaturalist.org/observations/141985429,https://inaturalist-open-data.s3.amazonaws.com/photos/243353734/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
141986418,https://www.inaturalist.org/observations/141986418,https://inaturalist-open-data.s3.amazonaws.com/photos/243355543/medium.jpeg,White-headed Lutung,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
141986420,https://www.inaturalist.org/observations/141986420,https://inaturalist-open-data.s3.amazonaws.com/photos/243355591/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
142226767,https://www.inaturalist.org/observations/142226767,https://static.inaturalist.org/photos/243806890/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
142587924,https://www.inaturalist.org/observations/142587924,https://inaturalist-open-data.s3.amazonaws.com/photos/244482416/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
142819435,https://www.inaturalist.org/observations/142819435,https://inaturalist-open-data.s3.amazonaws.com/photos/244922651/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
142884815,https://www.inaturalist.org/observations/142884815,https://inaturalist-open-data.s3.amazonaws.com/photos/245035681/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
142909521,https://www.inaturalist.org/observations/142909521,https://inaturalist-open-data.s3.amazonaws.com/photos/245081393/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
142914170,https://www.inaturalist.org/observations/142914170,https://inaturalist-open-data.s3.amazonaws.com/photos/245086386/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
142914175,https://www.inaturalist.org/observations/142914175,https://inaturalist-open-data.s3.amazonaws.com/photos/245086461/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
142914177,https://www.inaturalist.org/observations/142914177,https://inaturalist-open-data.s3.amazonaws.com/photos/245088521/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143003901,https://www.inaturalist.org/observations/143003901,https://inaturalist-open-data.s3.amazonaws.com/photos/245233288/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143003902,https://www.inaturalist.org/observations/143003902,https://inaturalist-open-data.s3.amazonaws.com/photos/245233533/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143003903,https://www.inaturalist.org/observations/143003903,https://inaturalist-open-data.s3.amazonaws.com/photos/245233562/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143003904,https://www.inaturalist.org/observations/143003904,https://inaturalist-open-data.s3.amazonaws.com/photos/245234067/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143003905,https://www.inaturalist.org/observations/143003905,https://inaturalist-open-data.s3.amazonaws.com/photos/245233583/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143003919,https://www.inaturalist.org/observations/143003919,https://inaturalist-open-data.s3.amazonaws.com/photos/245234558/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143026586,https://www.inaturalist.org/observations/143026586,https://inaturalist-open-data.s3.amazonaws.com/photos/245278660/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143032268,https://www.inaturalist.org/observations/143032268,https://inaturalist-open-data.s3.amazonaws.com/photos/245288293/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
143496318,https://www.inaturalist.org/observations/143496318,https://static.inaturalist.org/photos/246103497/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
144137769,https://www.inaturalist.org/observations/144137769,https://inaturalist-open-data.s3.amazonaws.com/photos/247328711/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
144224855,https://www.inaturalist.org/observations/144224855,https://inaturalist-open-data.s3.amazonaws.com/photos/247494116/medium.jpeg,Grauer Stumpfnasenaffe,Rhinopithecus brelichi,Grey Snub-nosed Monkey,Mammalia,75027
144734454,https://www.inaturalist.org/observations/144734454,https://inaturalist-open-data.s3.amazonaws.com/photos/248474463/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
145052220,https://www.inaturalist.org/observations/145052220,https://inaturalist-open-data.s3.amazonaws.com/photos/249093276/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
145738542,https://www.inaturalist.org/observations/145738542,,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
145744604,https://www.inaturalist.org/observations/145744604,https://inaturalist-open-data.s3.amazonaws.com/photos/250407857/medium.jpg,熊猴,Macaca assamensis,Assam Macaque,Mammalia,43454
145968677,https://www.inaturalist.org/observations/145968677,https://inaturalist-open-data.s3.amazonaws.com/photos/250847266/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
146048951,https://www.inaturalist.org/observations/146048951,https://inaturalist-open-data.s3.amazonaws.com/photos/251004166/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
146267714,https://www.inaturalist.org/observations/146267714,https://inaturalist-open-data.s3.amazonaws.com/photos/251430825/medium.jpeg,Langur à tête blanche,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
146364698,https://www.inaturalist.org/observations/146364698,https://inaturalist-open-data.s3.amazonaws.com/photos/251619053/medium.jpeg,Macaque rhésus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
146435861,https://www.inaturalist.org/observations/146435861,https://inaturalist-open-data.s3.amazonaws.com/photos/251757906/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
146435862,https://www.inaturalist.org/observations/146435862,https://inaturalist-open-data.s3.amazonaws.com/photos/251758089/medium.jpeg,滇金丝猴,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
146748610,https://www.inaturalist.org/observations/146748610,https://inaturalist-open-data.s3.amazonaws.com/photos/252371634/medium.jpg,猕猴属,Macaca thibetana,Tibetan Macaque,Mammalia,43451
146808282,https://www.inaturalist.org/observations/146808282,https://inaturalist-open-data.s3.amazonaws.com/photos/252489861/medium.jpg,White-headed Lutung,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
147093529,https://www.inaturalist.org/observations/147093529,https://inaturalist-open-data.s3.amazonaws.com/photos/253045906/medium.jpg,White-headed Lutung,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
147670257,https://www.inaturalist.org/observations/147670257,https://inaturalist-open-data.s3.amazonaws.com/photos/254167397/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
147681371,https://www.inaturalist.org/observations/147681371,https://inaturalist-open-data.s3.amazonaws.com/photos/254166036/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
147681504,https://www.inaturalist.org/observations/147681504,https://inaturalist-open-data.s3.amazonaws.com/photos/254167901/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
147681628,https://www.inaturalist.org/observations/147681628,https://inaturalist-open-data.s3.amazonaws.com/photos/254166646/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
147681980,https://www.inaturalist.org/observations/147681980,https://inaturalist-open-data.s3.amazonaws.com/photos/254167006/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
147682065,https://www.inaturalist.org/observations/147682065,https://inaturalist-open-data.s3.amazonaws.com/photos/254167172/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
148671225,https://www.inaturalist.org/observations/148671225,https://inaturalist-open-data.s3.amazonaws.com/photos/256062067/medium.jpg,Hoolock tianxing,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
148688854,https://www.inaturalist.org/observations/148688854,https://static.inaturalist.org/photos/256097875/medium.jpeg,Macaque du Thibet,Macaca thibetana,Tibetan Macaque,Mammalia,43451
148688855,https://www.inaturalist.org/observations/148688855,https://static.inaturalist.org/photos/256097886/medium.jpeg,Macaque du Thibet,Macaca thibetana,Tibetan Macaque,Mammalia,43451
148746329,https://www.inaturalist.org/observations/148746329,https://inaturalist-open-data.s3.amazonaws.com/photos/256208068/medium.jpeg,Чёрный ринопитек,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
149546102,https://www.inaturalist.org/observations/149546102,,天行长臂猿,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
150792147,https://www.inaturalist.org/observations/150792147,https://inaturalist-open-data.s3.amazonaws.com/photos/260081314/medium.jpeg,獼猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
150805603,https://www.inaturalist.org/observations/150805603,https://inaturalist-open-data.s3.amazonaws.com/photos/260107189/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
150812195,https://www.inaturalist.org/observations/150812195,https://static.inaturalist.org/photos/260118768/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
151030012,https://www.inaturalist.org/observations/151030012,https://inaturalist-open-data.s3.amazonaws.com/photos/260528742/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
151305242,https://www.inaturalist.org/observations/151305242,https://static.inaturalist.org/photos/261044417/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
151464496,https://www.inaturalist.org/observations/151464496,https://inaturalist-open-data.s3.amazonaws.com/photos/261337738/medium.jpeg,langur Bietův,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
152584320,https://www.inaturalist.org/observations/152584320,https://inaturalist-open-data.s3.amazonaws.com/photos/263423227/medium.jpg,Hoolock tianxing,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
153166753,https://www.inaturalist.org/observations/153166753,https://inaturalist-open-data.s3.amazonaws.com/photos/264510488/medium.jpg,Black Crested Gibbon,Nomascus concolor,Black Crested Gibbon,Mammalia,74778
153472710,https://www.inaturalist.org/observations/153472710,https://inaturalist-open-data.s3.amazonaws.com/photos/265074588/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
153520666,https://www.inaturalist.org/observations/153520666,https://static.inaturalist.org/photos/265164300/medium.jpeg,藏酋猴,Macaca thibetana,Tibetan Macaque,Mammalia,43451
153634700,https://www.inaturalist.org/observations/153634700,https://static.inaturalist.org/photos/265375850/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
153921531,https://www.inaturalist.org/observations/153921531,https://inaturalist-open-data.s3.amazonaws.com/photos/265904137/medium.jpg,西黑冠长臂猿,Nomascus concolor,Black Crested Gibbon,Mammalia,74778
153921534,https://www.inaturalist.org/observations/153921534,https://inaturalist-open-data.s3.amazonaws.com/photos/265904148/medium.jpg,西黑冠长臂猿,Nomascus concolor,Black Crested Gibbon,Mammalia,74778
153921535,https://www.inaturalist.org/observations/153921535,https://inaturalist-open-data.s3.amazonaws.com/photos/265904160/medium.jpg,印支灰叶猴,Trachypithecus crepusculus,Indochinese Gray Langur,Mammalia,1369307
153921539,https://www.inaturalist.org/observations/153921539,https://inaturalist-open-data.s3.amazonaws.com/photos/265905670/medium.jpg,天行长臂猿,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
153921543,https://www.inaturalist.org/observations/153921543,https://inaturalist-open-data.s3.amazonaws.com/photos/265907241/medium.jpg,东黑冠长臂猿,Nomascus nasutus,Cao-vit Crested Gibbon,Mammalia,74782
153921544,https://www.inaturalist.org/observations/153921544,https://inaturalist-open-data.s3.amazonaws.com/photos/265907245/medium.jpg,东黑冠长臂猿,Nomascus nasutus,Cao-vit Crested Gibbon,Mammalia,74782
154054359,https://www.inaturalist.org/observations/154054359,https://inaturalist-open-data.s3.amazonaws.com/photos/343039417/medium.jpg,Golden Snub-nosed Monkey,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Mammalia,75028
155853986,https://www.inaturalist.org/observations/155853986,https://inaturalist-open-data.s3.amazonaws.com/photos/269450371/medium.jpeg,白头叶猴,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
156026073,https://www.inaturalist.org/observations/156026073,https://static.inaturalist.org/photos/269760912/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
156049937,https://www.inaturalist.org/observations/156049937,https://static.inaturalist.org/photos/269800632/medium.jpg,Golden Snub-nosed Monkey,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Mammalia,75028
156178011,https://www.inaturalist.org/observations/156178011,https://inaturalist-open-data.s3.amazonaws.com/photos/270026548/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
156223692,https://www.inaturalist.org/observations/156223692,https://inaturalist-open-data.s3.amazonaws.com/photos/270116216/medium.jpeg,天行长臂猿,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
156995582,https://www.inaturalist.org/observations/156995582,https://inaturalist-open-data.s3.amazonaws.com/photos/271516194/medium.jpg,猕猴属,Macaca,Macaques,Mammalia,43444
157027925,https://www.inaturalist.org/observations/157027925,https://inaturalist-open-data.s3.amazonaws.com/photos/271571593/medium.jpg,Macaca thibetana,Macaca thibetana,Tibetan Macaque,Mammalia,43451
157830149,https://www.inaturalist.org/observations/157830149,https://inaturalist-open-data.s3.amazonaws.com/photos/272837240/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
159137839,https://www.inaturalist.org/observations/159137839,https://inaturalist-open-data.s3.amazonaws.com/photos/274940371/medium.jpg,"",Macaca mulatta,Rhesus Macaque,Mammalia,43460
159180722,https://www.inaturalist.org/observations/159180722,https://inaturalist-open-data.s3.amazonaws.com/photos/275013917/medium.jpg,"",Macaca mulatta,Rhesus Macaque,Mammalia,43460
159774606,https://www.inaturalist.org/observations/159774606,https://static.inaturalist.org/photos/276068695/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
160076808,https://www.inaturalist.org/observations/160076808,https://inaturalist-open-data.s3.amazonaws.com/photos/276600951/medium.jpeg,François' Lutung,Trachypithecus francoisi,François' Lutung,Mammalia,43496
